ItemID,UserID,Review,Timestamp
16,27,3,19/1/2021 11:00
24,29,5,19/1/2021 15:08
46,50,4,19/1/2021 17:04
19,50,4,19/1/2021 17:32
37,36,3,20/1/2021 10:10
41,15,5,20/1/2021 10:33
30,42,5,20/1/2021 12:57
35,34,3,20/1/2021 14:12
11,30,5,20/1/2021 16:36
13,37,4,21/1/2021 9:05
34,32,5,21/1/2021 9:32
12,44,3,21/1/2021 10:27
32,33,2,21/1/2021 11:01
20,21,5,21/1/2021 11:43
22,24,1,21/1/2021 11:56
41,22,4,21/1/2021 12:51
46,23,4,21/1/2021 13:25
43,27,3,21/1/2021 14:07
15,11,2,22/1/2021 9:11
32,38,3,22/1/2021 11:38
13,12,3,22/1/2021 13:34
35,42,4,22/1/2021 14:02
9,48,1,22/1/2021 14:22
32,19,1,22/1/2021 15:52
41,44,4,22/1/2021 15:58
25,30,2,22/1/2021 16:46
27,28,5,26/1/2021 10:43
16,40,2,26/1/2021 10:57
30,42,5,26/1/2021 12:30
37,15,2,26/1/2021 14:20
5,8,2,26/1/2021 14:54
9,29,4,26/1/2021 14:59
31,8,2,26/1/2021 15:09
50,32,5,26/1/2021 16:44
7,26,5,26/1/2021 17:23
46,45,5,26/1/2021 17:33
48,1,3,27/1/2021 9:10
44,2,3,27/1/2021 10:16
38,9,3,27/1/2021 11:39
16,18,1,27/1/2021 12:11
39,40,2,27/1/2021 12:40
16,1,5,27/1/2021 13:12
11,44,1,27/1/2021 14:03
6,32,5,27/1/2021 14:35
13,28,4,27/1/2021 15:36
42,30,3,28/1/2021 8:55
6,45,5,28/1/2021 9:53
6,16,3,28/1/2021 11:12
18,49,3,28/1/2021 12:17
30,1,4,28/1/2021 13:36
35,9,5,28/1/2021 15:25
33,7,5,28/1/2021 17:49
37,28,1,29/1/2021 10:05
13,29,3,29/1/2021 16:35
34,48,4,1/2/2021 9:28
41,8,4,1/2/2021 11:52
32,12,5,1/2/2021 14:22
27,39,1,1/2/2021 16:46
35,39,2,1/2/2021 17:38
6,46,4,2/2/2021 11:36
4,28,3,2/2/2021 12:08
29,36,5,2/2/2021 14:00
24,44,5,2/2/2021 14:32
17,11,3,2/2/2021 17:56
39,37,5,3/2/2021 9:01
44,48,5,3/2/2021 10:55
29,40,5,3/2/2021 13:19
22,39,4,4/2/2021 10:18
42,15,3,4/2/2021 12:42
34,26,2,4/2/2021 13:10
39,7,2,4/2/2021 15:34
29,8,4,5/2/2021 9:41
50,21,5,5/2/2021 10:17
14,27,1,5/2/2021 12:05
30,33,4,5/2/2021 12:10
13,21,3,5/2/2021 12:41
44,17,1,5/2/2021 13:42
20,45,1,5/2/2021 14:34
47,6,3,5/2/2021 16:06
37,36,4,8/2/2021 10:27
13,35,5,8/2/2021 11:45
5,23,3,8/2/2021 12:51
49,34,1,8/2/2021 14:09
37,25,4,8/2/2021 14:33
31,45,1,8/2/2021 16:04
1,2,1,8/2/2021 16:57
4,10,5,9/2/2021 9:30
21,37,4,9/2/2021 10:11
46,27,2,9/2/2021 10:16
34,36,2,9/2/2021 11:29
36,5,5,9/2/2021 11:54
7,7,1,9/2/2021 12:40
36,1,5,9/2/2021 13:53
20,44,1,9/2/2021 15:43
37,8,2,9/2/2021 16:20
39,6,5,10/2/2021 8:54
32,33,5,10/2/2021 11:18
10,11,3,10/2/2021 12:17
5,41,3,10/2/2021 12:21
29,46,2,10/2/2021 14:04
17,39,2,10/2/2021 14:35
18,37,1,10/2/2021 14:41
27,5,3,10/2/2021 14:45
40,29,1,10/2/2021 15:09
13,38,5,10/2/2021 15:31
43,36,1,10/2/2021 16:28
34,20,4,10/2/2021 16:59
26,30,3,10/2/2021 17:33
11,36,2,10/2/2021 17:55
15,3,1,11/2/2021 10:42
8,13,2,12/2/2021 8:56
40,7,4,12/2/2021 9:57
32,43,5,12/2/2021 9:59
11,3,4,12/2/2021 10:47
43,25,3,12/2/2021 11:20
25,36,2,12/2/2021 12:23
25,8,3,12/2/2021 14:36
39,12,4,12/2/2021 17:00
12,37,3,15/2/2021 10:04
33,45,4,15/2/2021 10:11
35,40,3,15/2/2021 17:48
5,46,5,16/2/2021 9:29
2,38,3,16/2/2021 17:10
17,12,4,17/2/2021 9:21
43,15,5,17/2/2021 10:43
32,49,2,17/2/2021 11:45
50,39,5,17/2/2021 13:07
40,22,3,17/2/2021 14:07
39,35,4,17/2/2021 16:31
46,6,2,18/2/2021 9:05
4,38,2,18/2/2021 10:33
10,15,3,18/2/2021 12:56
1,29,2,18/2/2021 15:20
22,15,5,18/2/2021 15:43
33,24,2,18/2/2021 16:57
28,9,3,19/2/2021 9:38
31,38,4,19/2/2021 12:53
17,27,2,19/2/2021 15:17
19,12,5,22/2/2021 8:56
26,15,3,22/2/2021 10:52
25,9,1,22/2/2021 11:20
20,42,5,22/2/2021 13:27
45,12,2,22/2/2021 14:11
7,38,3,22/2/2021 15:51
39,32,5,22/2/2021 16:35
25,7,2,22/2/2021 17:13
2,18,1,23/2/2021 11:13
37,15,4,23/2/2021 13:01
6,44,5,23/2/2021 13:30
5,19,3,23/2/2021 15:25
33,31,1,23/2/2021 15:54
33,10,2,23/2/2021 17:31
35,23,4,24/2/2021 9:18
27,15,2,24/2/2021 11:42
4,49,5,24/2/2021 11:54
11,18,1,24/2/2021 14:18
40,3,5,24/2/2021 16:03
50,29,2,25/2/2021 8:57
44,3,2,25/2/2021 10:41
35,1,4,25/2/2021 11:21
34,33,4,25/2/2021 13:05
29,44,3,25/2/2021 16:13
47,33,4,26/2/2021 12:42
47,48,1,26/2/2021 13:37
46,46,5,26/2/2021 15:06
45,28,3,26/2/2021 16:01
44,10,2,3/3/2021 9:53
26,30,1,3/3/2021 13:14
13,8,4,3/3/2021 14:31
28,37,1,3/3/2021 15:00
17,14,1,3/3/2021 15:38
39,43,4,3/3/2021 16:22
41,5,1,3/3/2021 16:55
20,30,1,3/3/2021 17:13
7,45,1,3/3/2021 17:24
29,33,5,4/3/2021 9:14
6,27,2,4/3/2021 10:27
11,10,4,4/3/2021 11:38
44,27,1,4/3/2021 11:58
47,14,2,4/3/2021 13:32
39,26,1,4/3/2021 14:22
28,17,4,4/3/2021 15:21
4,34,3,4/3/2021 15:56
15,15,4,4/3/2021 17:45
5,10,5,5/3/2021 9:14
42,31,4,5/3/2021 11:38
40,32,1,5/3/2021 11:50
25,7,4,5/3/2021 14:14
23,11,2,5/3/2021 17:49
28,40,3,8/3/2021 10:49
30,33,5,8/3/2021 11:14
50,11,1,8/3/2021 12:53
30,50,3,8/3/2021 13:13
40,48,1,8/3/2021 15:17
32,33,3,8/3/2021 17:19
16,46,3,9/3/2021 9:19
17,24,4,9/3/2021 11:42
5,32,1,9/3/2021 12:37
33,21,4,9/3/2021 14:06
50,44,2,9/3/2021 15:01
14,18,4,9/3/2021 15:17
35,34,1,9/3/2021 17:41
12,39,1,10/3/2021 13:05
24,9,2,10/3/2021 13:28
40,5,4,10/3/2021 15:29
4,47,1,10/3/2021 15:52
31,23,2,10/3/2021 16:08
41,39,1,11/3/2021 9:56
38,6,2,11/3/2021 9:59
7,37,3,11/3/2021 10:08
22,27,3,11/3/2021 12:20
20,35,2,11/3/2021 12:23
35,11,5,11/3/2021 12:32
28,2,3,11/3/2021 13:12
40,10,4,11/3/2021 14:38
38,34,1,11/3/2021 15:36
19,49,1,11/3/2021 15:45
3,42,1,11/3/2021 17:02
11,35,2,11/3/2021 17:57
32,1,1,12/3/2021 10:08
17,18,3,12/3/2021 17:51
20,3,5,15/3/2021 9:51
19,18,3,15/3/2021 12:15
16,38,2,15/3/2021 12:50
18,42,3,15/3/2021 13:14
9,35,1,15/3/2021 14:46
16,2,2,15/3/2021 15:14
39,44,4,15/3/2021 15:38
18,44,3,15/3/2021 17:10
7,25,5,16/3/2021 9:12
46,26,4,16/3/2021 13:31
44,44,2,16/3/2021 15:55
35,3,3,16/3/2021 17:20
45,2,1,17/3/2021 13:52
29,23,5,17/3/2021 14:40
2,5,2,17/3/2021 15:45
5,22,2,17/3/2021 16:16
2,1,1,17/3/2021 17:04
6,47,2,18/3/2021 8:59
15,29,4,18/3/2021 11:15
10,20,3,18/3/2021 11:23
2,11,3,18/3/2021 11:41
22,20,4,18/3/2021 14:05
50,8,1,22/3/2021 9:21
8,46,5,22/3/2021 10:42
26,14,1,22/3/2021 11:45
21,27,2,22/3/2021 13:06
46,37,4,22/3/2021 13:28
22,41,4,22/3/2021 15:52
37,37,3,22/3/2021 16:11
21,38,4,23/3/2021 9:17
20,22,1,23/3/2021 11:41
7,17,1,23/3/2021 14:49
47,50,2,23/3/2021 15:01
30,41,2,23/3/2021 17:13
49,23,1,23/3/2021 17:25
2,21,4,23/3/2021 17:54
10,44,5,24/3/2021 9:05
47,26,5,24/3/2021 9:14
7,48,3,24/3/2021 9:57
37,17,4,24/3/2021 10:22
25,28,5,24/3/2021 12:21
35,24,5,24/3/2021 12:46
26,15,2,24/3/2021 12:46
14,46,1,24/3/2021 13:33
3,20,3,24/3/2021 15:10
50,11,4,24/3/2021 15:57
5,27,5,25/3/2021 9:17
48,34,5,25/3/2021 10:29
18,37,2,25/3/2021 12:26
30,37,4,25/3/2021 12:53
12,36,5,25/3/2021 14:50
9,42,4,26/3/2021 13:24
13,23,2,26/3/2021 15:41
28,3,4,26/3/2021 15:48
11,29,2,26/3/2021 16:08
12,16,5,26/3/2021 17:58
41,19,5,29/3/2021 10:39
5,19,5,29/3/2021 13:03
3,12,3,29/3/2021 14:26
39,13,4,29/3/2021 16:50
33,6,1,30/3/2021 8:55
34,15,4,30/3/2021 10:22
4,35,4,30/3/2021 10:26
3,27,1,30/3/2021 11:19
18,32,3,30/3/2021 12:25
7,6,2,30/3/2021 12:46
9,29,3,30/3/2021 13:48
2,29,1,30/3/2021 14:49
42,41,3,30/3/2021 16:12
11,32,1,31/3/2021 9:31
13,2,5,31/3/2021 9:49
35,1,2,31/3/2021 13:11
4,3,2,31/3/2021 14:26
28,6,5,31/3/2021 15:35
14,32,1,31/3/2021 16:50
7,21,3,31/3/2021 17:54
24,20,3,1/4/2021 9:06
22,9,4,1/4/2021 14:20
2,40,2,1/4/2021 16:44
7,40,4,2/4/2021 10:41
31,36,2,5/4/2021 9:12
29,27,1,5/4/2021 10:24
3,13,5,5/4/2021 11:36
1,14,5,5/4/2021 11:51
11,4,1,5/4/2021 12:48
18,37,5,5/4/2021 14:15
49,10,4,5/4/2021 14:44
22,10,5,5/4/2021 17:08
43,2,1,6/4/2021 10:32
43,26,5,6/4/2021 11:49
37,49,1,6/4/2021 12:56
33,4,4,6/4/2021 14:13
10,37,4,6/4/2021 16:43
37,48,3,6/4/2021 16:51
47,13,5,7/4/2021 9:46
43,15,2,7/4/2021 10:14
21,17,1,7/4/2021 10:52
5,27,3,7/4/2021 12:20
21,12,1,7/4/2021 14:44
50,7,5,7/4/2021 17:40
35,47,5,8/4/2021 11:10
2,33,3,8/4/2021 11:12
28,28,5,8/4/2021 13:34
2,49,3,8/4/2021 13:36
21,31,3,8/4/2021 13:57
42,24,1,8/4/2021 14:25
36,46,5,8/4/2021 14:40
21,48,5,8/4/2021 16:21
49,34,5,8/4/2021 16:42
25,38,3,8/4/2021 16:49
10,7,4,8/4/2021 17:04
23,35,5,8/4/2021 17:09
45,27,2,8/4/2021 17:21
34,34,3,12/4/2021 10:12
29,11,2,12/4/2021 13:21
10,6,4,12/4/2021 14:42
21,10,3,12/4/2021 15:45
39,7,4,12/4/2021 16:56
44,26,2,12/4/2021 17:06
14,22,2,13/4/2021 10:08
27,42,5,13/4/2021 12:32
46,46,5,13/4/2021 16:46
43,39,1,14/4/2021 11:09
10,37,4,14/4/2021 11:38
37,6,5,14/4/2021 12:13
42,7,5,14/4/2021 13:33
3,30,3,14/4/2021 14:02
33,9,2,14/4/2021 14:37
13,13,1,14/4/2021 16:17
24,37,5,14/4/2021 17:03
9,32,4,15/4/2021 9:10
39,27,5,15/4/2021 9:20
22,33,1,15/4/2021 10:22
12,45,4,15/4/2021 11:09
3,28,3,15/4/2021 11:44
23,10,4,15/4/2021 12:46
37,7,2,15/4/2021 13:33
34,3,4,16/4/2021 12:21
42,40,5,16/4/2021 13:36
47,43,5,16/4/2021 14:45
18,39,4,16/4/2021 16:00
11,2,3,16/4/2021 17:55
21,19,5,19/4/2021 9:21
41,40,3,19/4/2021 9:39
36,19,5,19/4/2021 10:09
27,22,4,19/4/2021 10:13
36,28,1,19/4/2021 10:41
42,11,3,19/4/2021 11:45
10,16,2,19/4/2021 12:33
18,21,3,19/4/2021 13:26
26,5,2,19/4/2021 15:50
30,43,2,20/4/2021 9:14
40,15,2,20/4/2021 9:45
8,18,2,20/4/2021 11:38
23,41,4,20/4/2021 12:09
13,21,5,20/4/2021 12:30
1,12,2,20/4/2021 12:32
22,12,2,20/4/2021 13:01
12,39,4,20/4/2021 13:16
26,23,5,20/4/2021 14:54
9,43,2,20/4/2021 14:56
31,21,5,20/4/2021 15:25
2,5,3,20/4/2021 15:40
33,20,2,20/4/2021 17:03
38,47,1,21/4/2021 16:28
50,6,2,22/4/2021 9:05
34,7,1,22/4/2021 9:06
24,22,4,22/4/2021 10:37
17,12,1,22/4/2021 11:30
42,7,3,22/4/2021 11:39
36,4,4,22/4/2021 13:17
16,11,4,22/4/2021 14:03
17,42,2,22/4/2021 14:03
44,47,4,22/4/2021 15:41
26,6,4,22/4/2021 16:27
1,28,3,22/4/2021 17:12
40,42,2,22/4/2021 17:55
9,27,1,26/4/2021 15:54
4,20,1,26/4/2021 16:40
49,10,1,27/4/2021 10:04
49,35,2,27/4/2021 10:12
30,26,4,27/4/2021 10:28
32,4,4,27/4/2021 10:47
30,22,3,27/4/2021 12:36
18,3,1,27/4/2021 12:52
35,18,5,27/4/2021 13:07
13,37,1,27/4/2021 15:31
46,43,5,28/4/2021 16:25
19,15,5,28/4/2021 17:00
46,2,2,28/4/2021 17:08
49,47,2,29/4/2021 9:07
18,16,4,29/4/2021 11:31
11,50,4,29/4/2021 11:52
2,21,1,29/4/2021 12:43
34,14,2,29/4/2021 12:53
8,13,4,29/4/2021 13:55
41,21,1,29/4/2021 14:16
36,8,1,29/4/2021 15:07
43,15,1,29/4/2021 15:17
26,7,3,29/4/2021 16:43
46,14,4,29/4/2021 17:10
35,38,1,30/4/2021 9:15
1,12,4,30/4/2021 10:41
13,25,5,30/4/2021 13:05
8,25,2,30/4/2021 13:13
44,7,4,30/4/2021 15:37
35,6,2,30/4/2021 15:53
49,26,3,30/4/2021 17:19
31,37,1,3/5/2021 10:00
45,44,4,3/5/2021 10:04
38,38,3,3/5/2021 11:58
40,38,5,3/5/2021 12:24
20,7,2,3/5/2021 12:28
31,39,1,3/5/2021 13:14
44,12,5,3/5/2021 13:50
26,34,2,3/5/2021 14:22
10,35,4,3/5/2021 15:38
33,43,3,3/5/2021 16:14
39,31,2,3/5/2021 17:48
7,50,3,4/5/2021 10:30
28,17,2,4/5/2021 11:29
42,11,5,4/5/2021 13:53
48,11,1,4/5/2021 15:19
14,28,2,4/5/2021 16:11
45,22,2,4/5/2021 17:14
5,43,4,4/5/2021 17:21
33,39,5,4/5/2021 17:43
37,28,3,4/5/2021 17:54
48,44,3,5/5/2021 12:53
24,11,1,5/5/2021 14:05
10,42,3,5/5/2021 14:07
39,11,5,5/5/2021 15:17
37,3,1,5/5/2021 16:29
19,3,4,5/5/2021 16:31
41,45,2,5/5/2021 17:42
39,41,3,6/5/2021 10:52
44,31,5,6/5/2021 11:10
6,27,4,6/5/2021 12:35
6,47,5,6/5/2021 13:16
37,30,4,6/5/2021 13:34
38,30,5,6/5/2021 14:42
16,31,4,6/5/2021 14:59
22,12,3,6/5/2021 15:17
48,43,4,6/5/2021 17:06
20,38,3,6/5/2021 17:41
41,25,5,7/5/2021 9:13
19,43,1,7/5/2021 9:50
17,31,5,7/5/2021 10:04
50,24,5,7/5/2021 11:37
19,12,3,7/5/2021 12:14
23,7,3,7/5/2021 12:28
50,6,5,7/5/2021 12:37
37,25,3,7/5/2021 13:49
50,32,5,7/5/2021 15:01
11,35,4,7/5/2021 16:13
11,10,4,10/5/2021 9:27
10,19,4,10/5/2021 15:19
36,22,5,10/5/2021 17:43
24,47,2,11/5/2021 9:04
24,8,3,11/5/2021 9:17
27,44,1,11/5/2021 9:58
31,2,3,11/5/2021 11:28
32,1,5,11/5/2021 12:22
8,48,4,11/5/2021 13:26
34,46,3,11/5/2021 13:38
15,47,3,11/5/2021 15:48
3,19,5,11/5/2021 15:50
14,33,3,11/5/2021 16:02
48,43,2,12/5/2021 9:46
17,27,3,12/5/2021 12:10
18,19,4,13/5/2021 14:10
38,47,5,13/5/2021 15:22
11,9,2,13/5/2021 15:49
38,15,5,13/5/2021 16:34
40,21,2,13/5/2021 17:46
29,17,2,14/5/2021 9:05
9,50,3,14/5/2021 12:47
45,21,4,14/5/2021 15:11
24,33,1,18/5/2021 11:29
13,40,5,18/5/2021 13:53
1,23,4,19/5/2021 12:48
37,23,3,19/5/2021 15:12
9,2,5,19/5/2021 17:49
32,3,2,20/5/2021 10:08
12,42,5,20/5/2021 13:34
30,9,4,20/5/2021 15:58
49,3,2,20/5/2021 17:26
13,33,1,21/5/2021 9:31
5,41,4,21/5/2021 11:01
24,10,1,21/5/2021 11:02
22,12,2,21/5/2021 12:07
2,15,5,21/5/2021 12:09
2,5,3,21/5/2021 13:26
25,29,3,21/5/2021 14:09
9,36,1,21/5/2021 14:31
22,39,2,21/5/2021 14:33
43,7,1,21/5/2021 14:54
11,24,1,21/5/2021 16:33
43,10,3,21/5/2021 17:18
31,36,4,24/5/2021 9:38
50,46,4,24/5/2021 10:32
42,29,4,24/5/2021 12:12
17,27,2,24/5/2021 14:36
13,41,5,24/5/2021 15:14
23,37,5,24/5/2021 17:38
38,39,5,25/5/2021 9:20
44,47,3,25/5/2021 11:44
14,31,4,25/5/2021 13:15
8,46,3,25/5/2021 15:39
7,39,5,25/5/2021 16:01
40,30,3,26/5/2021 11:08
18,45,5,26/5/2021 13:32
40,17,4,26/5/2021 15:06
31,20,4,26/5/2021 17:30
32,6,4,27/5/2021 9:00
26,41,1,27/5/2021 10:23
49,2,3,27/5/2021 11:12
37,3,5,27/5/2021 11:24
34,32,2,27/5/2021 12:29
48,38,2,27/5/2021 14:27
11,35,2,27/5/2021 14:34
43,26,1,27/5/2021 14:53
19,5,1,27/5/2021 16:51
41,35,5,27/5/2021 16:58
49,1,5,28/5/2021 10:08
9,19,2,28/5/2021 10:33
46,40,4,28/5/2021 11:32
17,33,3,28/5/2021 13:13
48,22,1,28/5/2021 13:56
16,18,1,28/5/2021 15:37
12,11,4,28/5/2021 16:53
33,50,1,31/5/2021 9:20
46,9,2,31/5/2021 10:38
9,20,4,31/5/2021 10:53
36,21,1,31/5/2021 11:01
12,18,4,31/5/2021 13:02
49,4,4,31/5/2021 13:25
23,4,1,31/5/2021 14:38
8,37,4,31/5/2021 15:02
32,30,5,31/5/2021 17:02
5,32,2,31/5/2021 17:26
29,24,3,1/6/2021 10:57
44,37,4,1/6/2021 12:19
25,49,1,1/6/2021 13:45
8,27,5,1/6/2021 14:43
8,35,4,1/6/2021 15:58
16,14,3,1/6/2021 16:09
6,21,5,2/6/2021 10:52
16,7,5,2/6/2021 13:16
3,50,3,2/6/2021 14:47
2,37,4,2/6/2021 17:11
11,11,2,3/6/2021 10:26
16,18,5,3/6/2021 14:01
3,18,1,3/6/2021 14:41
27,48,2,3/6/2021 15:47
48,19,5,3/6/2021 16:25
38,7,5,3/6/2021 17:05
22,37,2,7/6/2021 8:55
35,33,5,7/6/2021 10:57
6,49,2,7/6/2021 11:08
24,18,4,7/6/2021 11:52
15,42,2,7/6/2021 13:21
18,23,5,7/6/2021 13:32
13,43,2,7/6/2021 13:40
28,7,5,7/6/2021 13:41
6,22,1,7/6/2021 14:16
6,22,4,7/6/2021 16:04
18,39,3,7/6/2021 16:05
27,3,4,7/6/2021 16:31
41,28,1,8/6/2021 10:22
29,4,1,8/6/2021 10:23
47,12,4,8/6/2021 12:46
37,28,4,8/6/2021 14:39
24,31,5,8/6/2021 15:22
45,41,1,8/6/2021 17:03
9,5,2,8/6/2021 17:46
12,38,5,9/6/2021 10:09
36,26,4,9/6/2021 10:21
19,17,4,9/6/2021 10:23
21,28,5,9/6/2021 11:04
18,8,2,9/6/2021 11:47
12,30,4,9/6/2021 12:33
30,30,1,9/6/2021 12:45
12,8,3,9/6/2021 13:23
6,7,2,9/6/2021 13:28
31,48,2,9/6/2021 14:11
49,33,2,9/6/2021 15:47
35,18,1,9/6/2021 15:57
27,14,3,9/6/2021 17:58
20,32,4,10/6/2021 10:23
1,48,1,10/6/2021 10:30
8,8,1,10/6/2021 12:47
26,42,1,10/6/2021 12:54
25,49,1,10/6/2021 14:51
43,21,1,10/6/2021 15:52
12,40,5,10/6/2021 16:31
47,16,1,10/6/2021 17:15
